map_id,family,task_id,task_slot,candidate_attempt,split,start,goal,geometry_hash,episode_length,minimum_goal_distance,collision_count,ground_contact_count,nonfinite_count,clip_count,goal_reached,accepted
SINGLE_BLOCK_001,SINGLE_BLOCK,SINGLE_BLOCK_001_TASK_00,0,0,test,"[0.08353497791167525,0.2444647937478911,0.876431321395122]","[6.277255684806944,0.10273203093488403,0.8535725871977577]",ca504496e898d3a4bef5b9b55b3ec9044daa23dd61097aac6b6b7d6ba4477fe1,619,0.0910351816388648,0,0,0,0,True,True
SINGLE_BLOCK_001,SINGLE_BLOCK,SINGLE_BLOCK_001_TASK_01,1,0,test,"[0.019311544985954776,-0.006698565790209943,1.0426868332795225]","[6.023889876975292,-0.18336506800473681,0.8568910697187516]",ca504496e898d3a4bef5b9b55b3ec9044daa23dd61097aac6b6b7d6ba4477fe1,603,0.06970576273266536,0,0,0,0,True,True
SINGLE_BLOCK_001,SINGLE_BLOCK,SINGLE_BLOCK_001_TASK_02,2,0,test,"[0.18332393187174215,-1.1243911982654524,1.1774725702918512]","[5.942268902112372,0.9405228018377101,0.8741418940667633]",ca504496e898d3a4bef5b9b55b3ec9044daa23dd61097aac6b6b7d6ba4477fe1,607,0.04835698642021434,0,0,0,0,True,True
SINGLE_BLOCK_001,SINGLE_BLOCK,SINGLE_BLOCK_001_TASK_03,3,0,test,"[-0.02460308289980409,0.860544655285159,1.0627382406359427]","[5.796511591019108,-0.9585338920805045,1.2579215267816457]",ca504496e898d3a4bef5b9b55b3ec9044daa23dd61097aac6b6b7d6ba4477fe1,606,0.044620230903793495,0,0,0,0,True,True
SINGLE_BLOCK_001,SINGLE_BLOCK,SINGLE_BLOCK_001_TASK_04,4,0,test,"[0.17264100900750404,-1.0313900763993111,0.65]","[5.8593112482334995,0.8823399887019776,1.85]",ca504496e898d3a4bef5b9b55b3ec9044daa23dd61097aac6b6b7d6ba4477fe1,606,0.05667320958704883,0,0,0,0,True,True
SINGLE_BLOCK_001,SINGLE_BLOCK,SINGLE_BLOCK_001_TASK_05,5,0,test,"[-0.0754553198855631,0.9617824624292568,1.85]","[5.694501250768044,-0.943456048553734,0.65]",ca504496e898d3a4bef5b9b55b3ec9044daa23dd61097aac6b6b7d6ba4477fe1,613,0.06848417699550001,0,0,0,0,True,True
SINGLE_BLOCK_001,SINGLE_BLOCK,SINGLE_BLOCK_001_TASK_06,6,0,test,"[0.08931092400430105,-0.3463652600005291,0.55]","[6.265636542195067,-0.5745101789395199,2.25]",ca504496e898d3a4bef5b9b55b3ec9044daa23dd61097aac6b6b7d6ba4477fe1,634,0.06194284272953106,0,0,0,0,True,True
SINGLE_BLOCK_001,SINGLE_BLOCK,SINGLE_BLOCK_001_TASK_07,7,0,test,"[0.18110047936628018,0.404276873552021,2.25]","[6.0764937355307325,0.2259266449245603,0.55]",ca504496e898d3a4bef5b9b55b3ec9044daa23dd61097aac6b6b7d6ba4477fe1,610,0.06941609355381151,0,0,0,0,True,True
SINGLE_BLOCK_001,SINGLE_BLOCK,SINGLE_BLOCK_001_TASK_08,8,0,test,"[0.06273191454136565,-0.9140274152535972,0.65]","[5.5573953873739645,0.9393741270388143,2.1]",ca504496e898d3a4bef5b9b55b3ec9044daa23dd61097aac6b6b7d6ba4477fe1,593,0.050241569289332,0,0,0,0,True,True
SINGLE_BLOCK_001,SINGLE_BLOCK,SINGLE_BLOCK_001_TASK_09,9,0,test,"[0.005013656059042471,0.9046892498027201,2.1]","[5.785846735386818,-1.0941929597728377,0.65]",ca504496e898d3a4bef5b9b55b3ec9044daa23dd61097aac6b6b7d6ba4477fe1,620,0.06919749620648555,0,0,0,0,True,True
SINGLE_BLOCK_002,SINGLE_BLOCK,SINGLE_BLOCK_002_TASK_00,0,0,train,"[0.10649569775187803,-0.030745072221932013,1.2160876587875498]","[6.052901734037104,0.32971942379649277,1.0547120809072008]",5002b19287438dbf3823b15fdefcef0ac85703df9bf3731f26e2e5ce32c576a6,598,0.07111312972204266,0,0,0,0,True,True
SINGLE_BLOCK_002,SINGLE_BLOCK,SINGLE_BLOCK_002_TASK_01,1,0,train,"[0.20418420592895045,0.24341076866425737,1.2192457029568637]","[6.215980692007078,0.2966645184140302,1.267155624207025]",5002b19287438dbf3823b15fdefcef0ac85703df9bf3731f26e2e5ce32c576a6,603,0.033492761330756335,0,0,0,0,True,True
SINGLE_BLOCK_002,SINGLE_BLOCK,SINGLE_BLOCK_002_TASK_02,2,0,train,"[0.17189792117841543,-0.9105141067909692,0.8485982238841151]","[6.0447835722193695,1.0632310307918391,1.0195959270262849]",5002b19287438dbf3823b15fdefcef0ac85703df9bf3731f26e2e5ce32c576a6,614,0.08673455391746894,0,0,0,0,True,True
SINGLE_BLOCK_002,SINGLE_BLOCK,SINGLE_BLOCK_002_TASK_03,3,0,train,"[0.07723772036156962,1.0218039475467227,1.0634515157375275]","[5.632373347348987,-0.9415328034893223,1.009248980707084]",5002b19287438dbf3823b15fdefcef0ac85703df9bf3731f26e2e5ce32c576a6,587,0.05089263641462022,0,0,0,0,True,True
SINGLE_BLOCK_002,SINGLE_BLOCK,SINGLE_BLOCK_002_TASK_04,4,0,train,"[-0.11575209262588161,-0.9629835249637235,0.65]","[6.190997233347515,1.0380779334411834,1.85]",5002b19287438dbf3823b15fdefcef0ac85703df9bf3731f26e2e5ce32c576a6,659,0.06572135036200322,0,0,0,0,True,True
SINGLE_BLOCK_002,SINGLE_BLOCK,SINGLE_BLOCK_002_TASK_05,5,0,train,"[0.02790592682065396,0.7858541295882522,1.85]","[6.100102382347849,-0.9684884960304715,0.65]",5002b19287438dbf3823b15fdefcef0ac85703df9bf3731f26e2e5ce32c576a6,634,0.07905693119094923,0,0,0,0,True,True
SINGLE_BLOCK_002,SINGLE_BLOCK,SINGLE_BLOCK_002_TASK_06,6,0,train,"[0.22840745904462315,0.545367882168541,0.55]","[6.18984861535304,-0.43617528058992083,2.25]",5002b19287438dbf3823b15fdefcef0ac85703df9bf3731f26e2e5ce32c576a6,621,0.04374821958088133,0,0,0,0,True,True
SINGLE_BLOCK_002,SINGLE_BLOCK,SINGLE_BLOCK_002_TASK_07,7,0,train,"[-0.0026826099115853375,0.3813729697408072,2.25]","[5.5306347860365035,0.0656083042861745,0.55]",5002b19287438dbf3823b15fdefcef0ac85703df9bf3731f26e2e5ce32c576a6,580,0.04498302284120184,0,0,0,0,True,True
SINGLE_BLOCK_002,SINGLE_BLOCK,SINGLE_BLOCK_002_TASK_08,8,0,train,"[0.08981109647251298,-1.054767128531128,0.65]","[5.475697220163001,0.9671985021465611,2.1]",5002b19287438dbf3823b15fdefcef0ac85703df9bf3731f26e2e5ce32c576a6,589,0.06754070795406661,0,0,0,0,True,True
SINGLE_BLOCK_002,SINGLE_BLOCK,SINGLE_BLOCK_002_TASK_09,9,0,train,"[0.14343563660024886,1.0700390408136304,2.1]","[5.74096039877287,-1.0352792736052903,0.65]",5002b19287438dbf3823b15fdefcef0ac85703df9bf3731f26e2e5ce32c576a6,608,0.07290898958699582,0,0,0,0,True,True
SINGLE_BLOCK_003,SINGLE_BLOCK,SINGLE_BLOCK_003_TASK_00,0,0,val,"[-0.07746247868947326,0.044693497933155135,1.3038987796511745]","[5.67823629952424,-0.08174232007052634,1.1271626473538778]",12ab1d6ea2433f6663dc3344bcebf006b1fc1d1f4f9d96e5ea0ff89b82ad7a0f,581,0.05639359391688377,0,0,0,0,True,True
SINGLE_BLOCK_003,SINGLE_BLOCK,SINGLE_BLOCK_003_TASK_01,1,0,val,"[-0.08608372398143425,-0.17574936124922255,0.9739147795068451]","[5.601198718936172,0.12901548256122453,0.9812164664524923]",12ab1d6ea2433f6663dc3344bcebf006b1fc1d1f4f9d96e5ea0ff89b82ad7a0f,575,0.05856416790224344,0,0,0,0,True,True
SINGLE_BLOCK_003,SINGLE_BLOCK,SINGLE_BLOCK_003_TASK_02,2,0,val,"[0.05100593944435122,-0.8862883400417942,1.312048847955837]","[5.560404908698365,0.8549398175952241,1.1413758236551552]",12ab1d6ea2433f6663dc3344bcebf006b1fc1d1f4f9d96e5ea0ff89b82ad7a0f,578,0.061519081173897636,0,0,0,0,True,True
SINGLE_BLOCK_003,SINGLE_BLOCK,SINGLE_BLOCK_003_TASK_03,3,0,val,"[0.18725310667529407,1.0951525670017608,0.9518018949391929]","[6.072623594685043,-1.1421920739215243,0.8055689915615883]",12ab1d6ea2433f6663dc3344bcebf006b1fc1d1f4f9d96e5ea0ff89b82ad7a0f,622,0.05945771695541163,0,0,0,0,True,True
SINGLE_BLOCK_003,SINGLE_BLOCK,SINGLE_BLOCK_003_TASK_04,4,0,val,"[-0.1328500013183507,-0.9847119429833484,0.65]","[5.844017988432526,1.0402078808316355,1.85]",12ab1d6ea2433f6663dc3344bcebf006b1fc1d1f4f9d96e5ea0ff89b82ad7a0f,633,0.05174415308665614,0,0,0,0,True,True
SINGLE_BLOCK_003,SINGLE_BLOCK,SINGLE_BLOCK_003_TASK_05,5,0,val,"[0.05641546740727571,0.7959783181583141,1.85]","[5.9704350838112905,-0.8680841437360021,0.65]",12ab1d6ea2433f6663dc3344bcebf006b1fc1d1f4f9d96e5ea0ff89b82ad7a0f,619,0.08047205481583895,0,0,0,0,True,True
SINGLE_BLOCK_003,SINGLE_BLOCK,SINGLE_BLOCK_003_TASK_06,6,0,val,"[0.11187811352485796,0.3909327140078226,0.55]","[5.91201304912237,-0.043938517608527114,2.25]",12ab1d6ea2433f6663dc3344bcebf006b1fc1d1f4f9d96e5ea0ff89b82ad7a0f,603,0.046398766649006364,0,0,0,0,True,True
SINGLE_BLOCK_003,SINGLE_BLOCK,SINGLE_BLOCK_003_TASK_07,7,0,val,"[0.20072934468140843,0.3762778457165205,2.25]","[5.572261227257488,0.48964176758436617,0.55]",12ab1d6ea2433f6663dc3344bcebf006b1fc1d1f4f9d96e5ea0ff89b82ad7a0f,566,0.050165633023853656,0,0,0,0,True,True
SINGLE_BLOCK_003,SINGLE_BLOCK,SINGLE_BLOCK_003_TASK_08,8,0,val,"[0.06576664622722475,-0.934523620003038,0.65]","[5.84665098757129,0.9406021491916371,2.1]",12ab1d6ea2433f6663dc3344bcebf006b1fc1d1f4f9d96e5ea0ff89b82ad7a0f,617,0.06991303609801053,0,0,0,0,True,True
SINGLE_BLOCK_003,SINGLE_BLOCK,SINGLE_BLOCK_003_TASK_09,9,0,val,"[-0.08476701062746321,1.0058192550614882,2.1]","[5.5128734769236045,-1.0797900396936218,0.65]",12ab1d6ea2433f6663dc3344bcebf006b1fc1d1f4f9d96e5ea0ff89b82ad7a0f,608,0.031006551338444016,0,0,0,0,True,True
SINGLE_BLOCK_004,SINGLE_BLOCK,SINGLE_BLOCK_004_TASK_00,0,0,val,"[-0.08443212786190295,-0.34875353491540306,1.3177529931535852]","[5.892969329772202,0.2229008841905642,0.9482608635899433]",2759b157dc09ff006e7ed6e7cdc3226faa1361c84525de3867fc35942dd80dcb,602,0.08612499324218187,0,0,0,0,True,True
SINGLE_BLOCK_004,SINGLE_BLOCK,SINGLE_BLOCK_004_TASK_01,1,0,val,"[-0.02607442157676551,-0.3169331337192237,1.2026174799958822]","[5.703142466542974,0.13074386696630502,1.2006446286690535]",2759b157dc09ff006e7ed6e7cdc3226faa1361c84525de3867fc35942dd80dcb,579,0.07079876255968953,0,0,0,0,True,True
SINGLE_BLOCK_004,SINGLE_BLOCK,SINGLE_BLOCK_004_TASK_02,2,0,val,"[-0.09343048149567332,-0.9309403528119311,1.1692717771964618]","[6.007472817931235,1.02448738525241,1.0595779994072578]",2759b157dc09ff006e7ed6e7cdc3226faa1361c84525de3867fc35942dd80dcb,633,0.06674242843017188,0,0,0,0,True,True
SINGLE_BLOCK_004,SINGLE_BLOCK,SINGLE_BLOCK_004_TASK_03,3,0,val,"[0.2340521897372599,0.93392896343146,1.2692480146206677]","[6.083397510164516,-1.1369483364928796,0.8605107483578032]",2759b157dc09ff006e7ed6e7cdc3226faa1361c84525de3867fc35942dd80dcb,616,0.050690311695196215,0,0,0,0,True,True
SINGLE_BLOCK_004,SINGLE_BLOCK,SINGLE_BLOCK_004_TASK_04,4,0,val,"[-0.11809615952276181,-0.9562551765243962,0.65]","[5.882546617960557,0.7567123769150227,1.85]",2759b157dc09ff006e7ed6e7cdc3226faa1361c84525de3867fc35942dd80dcb,628,0.06729176908972351,0,0,0,0,True,True
SINGLE_BLOCK_004,SINGLE_BLOCK,SINGLE_BLOCK_004_TASK_05,5,0,val,"[0.10678820034403583,0.8580737671422284,1.85]","[5.729813732601316,-0.8482540524105873,0.65]",2759b157dc09ff006e7ed6e7cdc3226faa1361c84525de3867fc35942dd80dcb,596,0.04916723004053807,0,0,0,0,True,True
SINGLE_BLOCK_004,SINGLE_BLOCK,SINGLE_BLOCK_004_TASK_06,6,0,val,"[0.11898761571926672,0.21464305014132176,0.55]","[6.31869498962808,-0.26905176095326305,2.25]",2759b157dc09ff006e7ed6e7cdc3226faa1361c84525de3867fc35942dd80dcb,637,0.0683597965695983,0,0,0,0,True,True
SINGLE_BLOCK_004,SINGLE_BLOCK,SINGLE_BLOCK_004_TASK_07,7,0,val,"[0.04804506087720731,0.10846121856061322,2.25]","[5.674799050908122,0.3233491831813471,0.55]",2759b157dc09ff006e7ed6e7cdc3226faa1361c84525de3867fc35942dd80dcb,587,0.04620464463476769,0,0,0,0,True,True
SINGLE_BLOCK_004,SINGLE_BLOCK,SINGLE_BLOCK_004_TASK_08,8,0,val,"[0.11164645630556988,-0.9354357016405659,0.65]","[5.9552181137221325,0.9193192383428457,2.1]",2759b157dc09ff006e7ed6e7cdc3226faa1361c84525de3867fc35942dd80dcb,622,0.07365260661656672,0,0,0,0,True,True
SINGLE_BLOCK_004,SINGLE_BLOCK,SINGLE_BLOCK_004_TASK_09,9,0,val,"[-0.01681575117485068,0.9840814694689043,2.1]","[5.489646476771205,-1.0919667404824622,0.65]",2759b157dc09ff006e7ed6e7cdc3226faa1361c84525de3867fc35942dd80dcb,600,0.04228230913738482,0,0,0,0,True,True
SINGLE_BLOCK_005,SINGLE_BLOCK,SINGLE_BLOCK_005_TASK_00,0,0,test,"[0.13538138166112626,-0.31780800819535265,0.9514191358244148]","[5.8744041572125125,-0.08182481533014141,1.183615260654768]",fcae846731d7cb9a309ac5079595cf726828f3b56fda9e447befde00c5cf81b3,580,0.027577894524798193,0,0,0,0,True,True
SINGLE_BLOCK_005,SINGLE_BLOCK,SINGLE_BLOCK_005_TASK_01,1,0,test,"[0.11998413661866078,-0.10408138055474048,0.9835306157598686]","[5.61673634658078,0.1412900991998816,1.156430584754027]",fcae846731d7cb9a309ac5079595cf726828f3b56fda9e447befde00c5cf81b3,559,0.04017257023441251,0,0,0,0,True,True
SINGLE_BLOCK_005,SINGLE_BLOCK,SINGLE_BLOCK_005_TASK_02,2,0,test,"[0.14936487755214398,-1.1161308223737247,1.3146877245262565]","[5.458110258284726,0.9204407749071036,1.129508116194407]",fcae846731d7cb9a309ac5079595cf726828f3b56fda9e447befde00c5cf81b3,569,0.047558291520348156,0,0,0,0,True,True
SINGLE_BLOCK_005,SINGLE_BLOCK,SINGLE_BLOCK_005_TASK_03,3,0,test,"[0.0442047766172802,0.8840986682896067,1.369244976681085]","[6.3085716597814585,-0.880832619414975,1.1902886026258515]",fcae846731d7cb9a309ac5079595cf726828f3b56fda9e447befde00c5cf81b3,642,0.04560169296963369,0,0,0,0,True,True
SINGLE_BLOCK_005,SINGLE_BLOCK,SINGLE_BLOCK_005_TASK_04,4,0,test,"[0.18701768139772482,-0.9079770959971598,0.65]","[6.09241781352529,0.8425511855523433,1.85]",fcae846731d7cb9a309ac5079595cf726828f3b56fda9e447befde00c5cf81b3,621,0.0371221625511482,0,0,0,0,True,True
SINGLE_BLOCK_005,SINGLE_BLOCK,SINGLE_BLOCK_005_TASK_05,5,0,test,"[0.03866582292840898,0.7567731631049402,1.85]","[6.026130712821122,-0.922319573263351,0.65]",fcae846731d7cb9a309ac5079595cf726828f3b56fda9e447befde00c5cf81b3,626,0.06611996311598553,0,0,0,0,True,True
SINGLE_BLOCK_005,SINGLE_BLOCK,SINGLE_BLOCK_005_TASK_06,6,0,test,"[0.240467397416302,0.3734196579059756,0.55]","[5.908559206448273,-0.2931212196204291,2.25]",fcae846731d7cb9a309ac5079595cf726828f3b56fda9e447befde00c5cf81b3,593,0.04725311948730426,0,0,0,0,True,True
SINGLE_BLOCK_005,SINGLE_BLOCK,SINGLE_BLOCK_005_TASK_07,7,0,test,"[-0.12918860819649142,-0.2777453548905815,2.25]","[5.7642610518158275,-0.04715446609990284,0.55]",fcae846731d7cb9a309ac5079595cf726828f3b56fda9e447befde00c5cf81b3,610,0.0404833493644461,0,0,0,0,True,True
SINGLE_BLOCK_005,SINGLE_BLOCK,SINGLE_BLOCK_005_TASK_08,8,0,test,"[0.07458381573401673,-1.0649225993311449,0.65]","[5.866464117933118,0.931799008474574,2.1]",fcae846731d7cb9a309ac5079595cf726828f3b56fda9e447befde00c5cf81b3,621,0.05512174699504678,0,0,0,0,True,True
SINGLE_BLOCK_005,SINGLE_BLOCK,SINGLE_BLOCK_005_TASK_09,9,0,test,"[-0.14935651647865153,0.9823936010522728,2.1]","[6.112810738491051,-1.0735428593126823,0.65]",fcae846731d7cb9a309ac5079595cf726828f3b56fda9e447befde00c5cf81b3,661,0.07722177662878262,0,0,0,0,True,True
SINGLE_BLOCK_006,SINGLE_BLOCK,SINGLE_BLOCK_006_TASK_00,0,0,train,"[0.08647056383749907,-0.2413086851546027,0.9014466858358192]","[6.132428717741896,0.129381504875475,1.007703603782865]",d3f55638252dad925744a70a2a38b57e14f01ce6c06a6b6080c1f971bf8e295b,607,0.05292357912080236,0,0,0,0,True,True
SINGLE_BLOCK_006,SINGLE_BLOCK,SINGLE_BLOCK_006_TASK_01,1,0,train,"[0.2429345525581256,-0.282959917587625,1.224735631913763]","[6.0351178303204485,0.27434257159993936,1.244848978086923]",d3f55638252dad925744a70a2a38b57e14f01ce6c06a6b6080c1f971bf8e295b,585,0.05003274587278507,0,0,0,0,True,True
SINGLE_BLOCK_006,SINGLE_BLOCK,SINGLE_BLOCK_006_TASK_02,2,0,train,"[0.13444273897687306,-0.9043333147888347,0.8411257835109086]","[5.6735144897699445,1.1413621012705568,1.2042423868196117]",d3f55638252dad925744a70a2a38b57e14f01ce6c06a6b6080c1f971bf8e295b,589,0.04739169611814194,0,0,0,0,True,True
SINGLE_BLOCK_006,SINGLE_BLOCK,SINGLE_BLOCK_006_TASK_03,3,0,train,"[0.012942046228438447,1.1251149074362887,1.2477458944943718]","[5.689903090494832,-1.0985666397377696,0.8211002396157173]",d3f55638252dad925744a70a2a38b57e14f01ce6c06a6b6080c1f971bf8e295b,606,0.04686456343390665,0,0,0,0,True,True
SINGLE_BLOCK_006,SINGLE_BLOCK,SINGLE_BLOCK_006_TASK_04,4,0,train,"[-0.07110473292141253,-0.8545831461833107,0.65]","[5.646528600148257,0.8675307752880764,1.85]",d3f55638252dad925744a70a2a38b57e14f01ce6c06a6b6080c1f971bf8e295b,604,0.0437832107293785,0,0,0,0,True,True
SINGLE_BLOCK_006,SINGLE_BLOCK,SINGLE_BLOCK_006_TASK_05,5,0,train,"[0.06133215317303578,1.0275204950316028,1.85]","[6.333629122207788,-0.9970773014667252,0.65]",d3f55638252dad925744a70a2a38b57e14f01ce6c06a6b6080c1f971bf8e295b,657,0.06456951554909413,0,0,0,0,True,True
SINGLE_BLOCK_006,SINGLE_BLOCK,SINGLE_BLOCK_006_TASK_06,6,0,train,"[0.20451237329068203,0.5131209796772134,0.55]","[6.049470768992691,0.26354807256491003,2.25]",d3f55638252dad925744a70a2a38b57e14f01ce6c06a6b6080c1f971bf8e295b,606,0.04978754907617316,0,0,0,0,True,True
SINGLE_BLOCK_006,SINGLE_BLOCK,SINGLE_BLOCK_006_TASK_07,7,0,train,"[0.0340293439538798,-0.2846403598318641,2.25]","[5.680980300944758,-0.3013408642451313,0.55]",d3f55638252dad925744a70a2a38b57e14f01ce6c06a6b6080c1f971bf8e295b,589,0.0708659060948835,0,0,0,0,True,True
SINGLE_BLOCK_006,SINGLE_BLOCK,SINGLE_BLOCK_006_TASK_08,8,0,train,"[0.05866465107406263,-1.0325282694798485,0.65]","[5.854148740881558,0.9971493261646784,2.1]",d3f55638252dad925744a70a2a38b57e14f01ce6c06a6b6080c1f971bf8e295b,622,0.057421925217563265,0,0,0,0,True,True
SINGLE_BLOCK_006,SINGLE_BLOCK,SINGLE_BLOCK_006_TASK_09,9,0,train,"[0.08064495056586046,0.9833607549567108,2.1]","[5.681383616852626,-0.9508845755405575,0.65]",d3f55638252dad925744a70a2a38b57e14f01ce6c06a6b6080c1f971bf8e295b,604,0.08013134573872284,0,0,0,0,True,True
SINGLE_BLOCK_007,SINGLE_BLOCK,SINGLE_BLOCK_007_TASK_00,0,0,train,"[0.12305381475944252,0.13011589780527155,1.2010084834670576]","[5.810982970956045,0.02754302534670916,0.9040453931278633]",f8d062a9a4a4186560498c848a9bd5c02e3fe31a85c98f47895ae5cc7277aaa7,575,0.04679088422170806,0,0,0,0,True,True
SINGLE_BLOCK_007,SINGLE_BLOCK,SINGLE_BLOCK_007_TASK_01,1,0,train,"[0.032621651124605106,-0.2126198005471221,0.8742470194680976]","[6.2069713835413385,0.1532007210620947,1.2228942546681134]",f8d062a9a4a4186560498c848a9bd5c02e3fe31a85c98f47895ae5cc7277aaa7,618,0.0720398866553763,0,0,0,0,True,True
SINGLE_BLOCK_007,SINGLE_BLOCK,SINGLE_BLOCK_007_TASK_02,2,0,train,"[0.09474901113844428,-1.0245955003910607,1.2657456582762858]","[6.027159635001116,0.8864097638233388,1.1483741212238865]",f8d062a9a4a4186560498c848a9bd5c02e3fe31a85c98f47895ae5cc7277aaa7,618,0.0695768954431929,0,0,0,0,True,True
SINGLE_BLOCK_007,SINGLE_BLOCK,SINGLE_BLOCK_007_TASK_03,3,0,train,"[0.13128707894367517,0.9668899379433189,0.8620302466173564]","[6.307785764874532,-1.0168747513375003,1.3275570337679692]",f8d062a9a4a4186560498c848a9bd5c02e3fe31a85c98f47895ae5cc7277aaa7,641,0.03937377021251271,0,0,0,0,True,True
SINGLE_BLOCK_007,SINGLE_BLOCK,SINGLE_BLOCK_007_TASK_04,4,0,train,"[0.23570320733570146,-0.8495883406753586,0.65]","[6.117807338302724,0.9054757318836502,1.85]",f8d062a9a4a4186560498c848a9bd5c02e3fe31a85c98f47895ae5cc7277aaa7,619,0.049897507383804135,0,0,0,0,True,True
SINGLE_BLOCK_007,SINGLE_BLOCK,SINGLE_BLOCK_007_TASK_05,5,0,train,"[-0.11546386838352099,0.7869067229960124,1.85]","[5.546391880646738,-1.0153522826785761,0.65]",f8d062a9a4a4186560498c848a9bd5c02e3fe31a85c98f47895ae5cc7277aaa7,602,0.06501574907567234,0,0,0,0,True,True
SINGLE_BLOCK_007,SINGLE_BLOCK,SINGLE_BLOCK_007_TASK_06,6,0,train,"[0.08220171281067651,0.5164866103113493,0.55]","[5.520438577892945,-0.3970483196264481,2.25]",f8d062a9a4a4186560498c848a9bd5c02e3fe31a85c98f47895ae5cc7277aaa7,577,0.05406070962498879,0,0,0,0,True,True
SINGLE_BLOCK_007,SINGLE_BLOCK,SINGLE_BLOCK_007_TASK_07,7,0,train,"[-0.10107865610492589,0.061967953018727484,2.25]","[5.861529183648285,0.4767718242150788,0.55]",f8d062a9a4a4186560498c848a9bd5c02e3fe31a85c98f47895ae5cc7277aaa7,617,0.054164875507602406,0,0,0,0,True,True
SINGLE_BLOCK_007,SINGLE_BLOCK,SINGLE_BLOCK_007_TASK_08,8,0,train,"[0.17831478032338946,-1.025316641322485,0.65]","[6.0598775645342915,1.0934952496478043,2.1]",f8d062a9a4a4186560498c848a9bd5c02e3fe31a85c98f47895ae5cc7277aaa7,631,0.0487645242067044,0,0,0,0,True,True
