model,update,effective_pass,train_loss,val_offline_loss,gradient_norm,learning_rate,wall_time_s,gpu_memory_bytes
BC,153945,16.50176867831493,1.4595212633139454e-05,1.6623319410161013e-05,0.00036483266740106046,0.0003,1360.6686276,1852769792
BC,158610,17.001822274627507,1.3197037333156914e-05,1.587863603574306e-05,0.0003057116409763694,0.0003,1400.7525068,1852769792
BC,163275,17.50187587094008,1.333759973931592e-05,1.5878500256258577e-05,0.00032873082091100514,0.0003,1442.6766195,1852769792
BC,167940,18.00192946725265,1.4283183190855198e-05,1.7411471559352716e-05,0.0004032416036352515,0.0003,1484.3608434,1852769792
BC,172605,18.501983063565227,1.2997780686418992e-05,1.626116314551075e-05,0.000330469774780795,0.0003,1525.0779966,1852769792
BC,177270,19.0020366598778,1.3778065294900443e-05,1.539013166035519e-05,0.0003016896080225706,0.0003,1565.7298497,1852769792
BC,181935,19.502090256190375,1.4898879271640908e-05,1.556592398786878e-05,0.00026135280495509505,0.0003,1608.0386047,1852769792
BC,186600,20.002143852502947,1.3611599570140243e-05,1.5883997553711568e-05,0.00030553335091099143,0.0003,1648.8439775,1852769792
BC,191265,20.502197448815522,1.3383657460508402e-05,1.5460096592300067e-05,0.0003600902564357966,0.0003,1689.4375278,1852769792
BC,195930,21.002251045128094,1.2716947821900249e-05,1.4798407875830727e-05,0.00033786371932365,0.0003,1731.5062205,1852769792
BC,200595,21.50230464144067,1.491890725446865e-05,1.535204956440879e-05,0.0004354642005637288,0.0003,1772.1196254,1852769792
BC,205260,22.002358237753242,1.241006793861743e-05,1.571556092243232e-05,0.0003366331511642784,0.0003,1812.257008,1852769792
BC,209925,22.502411834065818,1.2823307770304382e-05,1.4884757561018042e-05,0.0002700717595871538,0.0003,1853.5322101,1852769792
BC,214590,23.00246543037839,1.0988939720846247e-05,1.4640132254811605e-05,0.000265178648987785,0.0003,1895.1293036,1852769792
BC,219255,23.502519026690965,1.4792167348787189e-05,1.5322193607106004e-05,0.000361836573574692,0.0003,1935.6016394,1852769792
BC,223920,24.002572623003537,1.2357456398603972e-05,1.5061812592220634e-05,0.0003236705088056624,0.0003,1977.2794741,1852769792
BC,228585,24.50262621931611,1.2878690540674143e-05,1.4426997682417028e-05,0.0002824857656378299,0.0003,2018.8532603,1852769792
BC,233250,25.002679815628685,1.2913961654703598e-05,1.5165973330285596e-05,0.00040682044345885515,0.0003,2058.3363743,1852769792
BC,237915,25.502733411941257,9.671750376583077e-06,1.4886816966229736e-05,0.0003019457508344203,0.0003,2099.1830806,1852769792
BC,242580,26.002787008253833,1.294529101869557e-05,1.4572132614299095e-05,0.0003202820662409067,0.0003,2140.4447908,1852769792
BC,247245,26.502840604566405,1.0650018339219969e-05,1.4822831302055494e-05,0.00022461429762188345,0.0003,2181.0353053,1852769792
BC,251910,27.00289420087898,1.32261684484547e-05,1.538241115447892e-05,0.0003816862590610981,0.0003,2222.3933222,1852769792
BC,256575,27.502947797191553,1.2285314369364642e-05,1.4969485108435176e-05,0.0002807430282700807,0.0003,2264.1396432,1852769792
BC,261240,28.003001393504128,1.1249382623645943e-05,1.4696356733214797e-05,0.00037107919342815876,0.0003,2305.4547269,1852769792
BC,265905,28.5030549898167,1.148789579019649e-05,1.4777194408813708e-05,0.0002800430229399353,0.0003,2345.6436978,1852769792
BC,270570,29.003108586129276,1.006953971227631e-05,1.4739816396493117e-05,0.0003812106151599437,0.0003,2387.8979746,1852769792
BC,275235,29.503162182441848,1.0943507732008584e-05,1.4876454441897346e-05,0.00044893831363879144,0.0003,2428.81117,1852769792
BC,279870,30,1.1352315596013796e-05,1.4609697170194207e-05,0.0002892732445616275,0.0003,2469.5423507,1852769792
DIFFUSION,4665,0.5000535963125737,0.00018307092250324786,0.000194193222174366,0.002322786720469594,0.0003,43.5431294,1854151680
DIFFUSION,9330,1.0001071926251475,0.00013873717398382723,0.00015730666408109484,0.0015494899125769734,0.0003,87.47330620000002,1854151680
DIFFUSION,13995,1.500160788937721,0.00013932518777437508,0.00012883865089489006,0.003404836403205991,0.0003,130.2704847,1854151680
DIFFUSION,18660,2.000214385250295,9.549320384394377e-05,9.524119468891803e-05,0.0016523718368262053,0.0003,173.4953684000002,1854151680
DIFFUSION,23325,2.5002679815628683,7.403372728731483e-05,7.186253214260057e-05,0.001133727841079235,0.0003,217.7596349999999,1854151680
DIFFUSION,27990,3.000321577875442,6.105200736783445e-05,6.581131491485703e-05,0.001154002151452005,0.0003,261.1858990999999,1854151680
DIFFUSION,32655,3.500375174188016,5.7893012126442045e-05,5.746169448977256e-05,0.0010296544060111046,0.0003,304.70694249999997,1854151680
DIFFUSION,37320,4.00042877050059,5.125825555296615e-05,5.228174392674866e-05,0.00085062300786376,0.0003,349.4218633999999,1854151680
DIFFUSION,41985,4.500482366813163,5.474127101479098e-05,5.054754205752425e-05,0.0009216706966981292,0.0003,393.60508040000013,1854151680
DIFFUSION,46650,5.000535963125737,4.761725358548574e-05,4.82681161539145e-05,0.0009102029725909233,0.0003,436.11366020000014,1854151680
DIFFUSION,51315,5.5005895594383105,4.351559255155735e-05,4.366292319210926e-05,0.0008814661996439099,0.0003,479.7464205000001,1854151680
DIFFUSION,55980,6.000643155750884,3.742225453606807e-05,4.386988277372632e-05,0.0008615761762484908,0.0003,524.1775342000001,1854151680
DIFFUSION,60645,6.500696752063458,3.6475288652582094e-05,4.064406991029294e-05,0.0007824957137927413,0.0003,567.0640641,1854151680
DIFFUSION,65310,7.000750348376032,3.8384525396395475e-05,3.78364141229014e-05,0.000595790974330157,0.0003,609.5933605999999,1854151680
DIFFUSION,69975,7.500803944688605,3.847765765385702e-05,3.7442081004735355e-05,0.0007956794579513371,0.0003,653.9537058999999,1854151680
DIFFUSION,74640,8.00085754100118,3.6950317735318094e-05,3.640458398055081e-05,0.0007468709372915328,0.0003,697.7136694000001,1854151680
DIFFUSION,79305,8.500911137313754,3.760514300665818e-05,3.815771700604245e-05,0.0006654222961515188,0.0003,740.5343791999999,1854151680
DIFFUSION,83970,9.000964733626326,3.0466122552752495e-05,3.594744059411287e-05,0.0005843806429766119,0.0003,784.1637722999999,1854151680
DIFFUSION,88635,9.5010183299389,3.631424988270737e-05,3.635070946982636e-05,0.0008914683130569756,0.0003,828.4530326999998,1854151680
DIFFUSION,93300,10.001071926251473,3.4816428524209186e-05,3.422559318441852e-05,0.0005535561358556151,0.0003,871.1899011,1854151680
DIFFUSION,97965,10.501125522564047,3.624414966907352e-05,3.48269405212786e-05,0.0007198247476480901,0.0003,914.2285410999998,1854151680
DIFFUSION,102630,11.001179118876621,3.375437154318206e-05,3.256548297610409e-05,0.0007390533573925495,0.0003,958.4568352000001,1854151680
DIFFUSION,107295,11.501232715189195,2.686496009118855e-05,3.2720938759437744e-05,0.0005521051934920251,0.0003,1002.3143372,1854151680
DIFFUSION,111960,12.001286311501769,2.920742190326564e-05,3.436177651765787e-05,0.000610622635576874,0.0003,1045.6995938999999,1854151680
DIFFUSION,116625,12.501339907814343,2.7928806957788765e-05,3.3546015769157925e-05,0.0007734733517281711,0.0003,1089.8693241,1854151680
DIFFUSION,121290,13.001393504126916,2.9358288884395733e-05,3.2310564220619926e-05,0.0008424992556683719,0.0003,1133.6744411999998,1854151680
DIFFUSION,125955,13.50144710043949,3.0914095987100154e-05,3.130775319188602e-05,0.000615353521425277,0.0003,1176.6809577999998,1854151680
DIFFUSION,130620,14.001500696752064,2.710682383622043e-05,3.0982939401441614e-05,0.0007691645296290517,0.0003,1220.3494411000001,1854151680
DIFFUSION,135285,14.501554293064638,2.7417205274105072e-05,2.9874257144653212e-05,0.0006467950879596174,0.0003,1264.5062844,1854151680
DIFFUSION,139950,15.00160788937721,3.092255792580545e-05,3.120212737300132e-05,0.0006321519031189382,0.0003,1306.3945964,1854151680
DIFFUSION,144615,15.501661485689784,2.8486421797424555e-05,3.096455905735937e-05,0.0007233665091916919,0.0003,1347.0935439,1854151680
DIFFUSION,149280,16.00171508200236,2.8515289159258828e-05,3.05806146823201e-05,0.000577929662540555,0.0003,1387.6182236,1854151680
DIFFUSION,153945,16.50176867831493,2.5217637812602334e-05,3.102011402461442e-05,0.0005422469694167376,0.0003,1429.9906738999998,1854151680
DIFFUSION,158610,17.001822274627507,2.938605575764086e-05,3.0125374298949708e-05,0.0007151879835873842,0.0003,1468.7662480999998,1854151680
DIFFUSION,163275,17.50187587094008,2.616096389829181e-05,2.9420774393235225e-05,0.0006703323451802135,0.0003,1508.1928312,1854151680
DIFFUSION,167940,18.00192946725265,2.427376421110239e-05,2.9948577452093e-05,0.000630015623755753,0.0003,1548.1573641,1854151680
DIFFUSION,172605,18.501983063565227,2.584375033620745e-05,3.0156025906060036e-05,0.0010666585294529796,0.0003,1589.1444608000002,1854151680
DIFFUSION,177270,19.0020366598778,2.7398637030273676e-05,3.0275783752397106e-05,0.000894034921657294,0.0003,1631.3785166000002,1854151680
DIFFUSION,181935,19.502090256190375,2.16474654735066e-05,2.9541463619787737e-05,0.0006818872643634677,0.0003,1673.8346344999995,1854151680
DIFFUSION,186600,20.002143852502947,2.393452450633049e-05,2.9821269458219956e-05,0.0008249817765317857,0.0003,1714.1284987000004,1854151680
DIFFUSION,191265,20.502197448815522,2.4090046281344257e-05,2.998653855371411e-05,0.0006545545184053481,0.0003,1755.0362154,1854151680
DIFFUSION,195930,21.002251045128094,2.200538983743172e-05,2.9524378416045987e-05,0.0006570803816430271,0.0003,1797.7482999999997,1854151680
DIFFUSION,200595,21.50230464144067,2.7122805477119982e-05,2.8670357245191754e-05,0.0006604233058169484,0.0003,1838.254802,1854151680
DIFFUSION,205260,22.002358237753242,2.1037019905634224e-05,2.9699736633933513e-05,0.000519239401910454,0.0003,1880.1061156,1854151680
DIFFUSION,209925,22.502411834065818,2.3996599338715896e-05,2.9478523493466743e-05,0.00047339044976979494,0.0003,1921.9551415,1854151680
DIFFUSION,214590,23.00246543037839,2.33188893616898e-05,2.9750631273114028e-05,0.00051732431165874,0.0003,1964.0382114,1854151680
DIFFUSION,219255,23.502519026690965,2.3348460672423244e-05,2.9915480854800416e-05,0.000749791506677866,0.0003,2007.0958464999999,1854151680
DIFFUSION,223920,24.002572623003537,1.8372978956904262e-05,2.981886497798372e-05,0.0005268804379738867,0.0003,2050.4815028,1854151680
DIFFUSION,228585,24.50262621931611,2.1380576072260737e-05,3.040573452947307e-05,0.0007828694069758058,0.0003,2093.2274906,1854151680
DIFFUSION,233250,25.002679815628685,2.0018149371026084e-05,2.971414630910966e-05,0.0007972174207679927,0.0003,2136.0477116999996,1854151680
DIFFUSION,237915,25.502733411941257,2.023213528445922e-05,2.9036493409665537e-05,0.0005390428705140948,0.0003,2179.6356518999996,1854151680
DIFFUSION,242580,26.002787008253833,2.0691044483100995e-05,2.9591405482955824e-05,0.0009134369902312756,0.0003,2220.6532198,1854151680
DIFFUSION,247245,26.502840604566405,2.1642092178808525e-05,2.950646811820993e-05,0.0008016983629204333,0.0003,2262.6011110000004,1854151680
DIFFUSION,251910,27.00289420087898,2.0037581634824164e-05,3.014472154997279e-05,0.0006287696887739003,0.0003,2301.9331084,1854151680
DIFFUSION,256575,27.502947797191553,2.1012587239965796e-05,3.103150032814745e-05,0.0005704073701053858,0.0003,2344.207234,1854151680
DIFFUSION,261240,28.003001393504128,1.8924525647889823e-05,2.9640597672527728e-05,0.0005906948354095221,0.0003,2386.8583520999996,1854151680
DIFFUSION,265905,28.5030549898167,1.792753755580634e-05,3.029051803893203e-05,0.0006036954000592232,0.0003,2432.2846033,1854151680
DIFFUSION,270570,29.003108586129276,1.8610087863635272e-05,3.123396931335978e-05,0.0007401060429401696,0.0003,2480.161528,1854151680
DIFFUSION,275235,29.503162182441848,1.8679003915167414e-05,2.928028869583295e-05,0.000636125507298857,0.0003,2527.4160321000004,1854151680
DIFFUSION,279870,30,1.6236124793067575e-05,3.260009014961973e-05,0.0007606483995914459,0.0003,2571.1447765,1854151680
